"rep","query","strategy","elapsed","rows","df_mb","peak_rss_mb","rsqlite","table_rows","chunk","platform","r","nanoarrow","sqlite","date"
1,"filtered","arrow_df_chunked",1.649,1501935,NA,257.92578125,"3.53.3.9012",5000000,10000,"x86_64-pc-linux-gnu","R version 4.5.3 (2026-03-11)","0.9.0","3.53.4","2026-09-26"
1,"filtered","arrow_drain",1.43,1501935,NA,223.4375,"3.53.3.9012",5000000,10000,"x86_64-pc-linux-gnu","R version 4.5.3 (2026-03-11)","0.9.0","3.53.4","2026-09-26"
2,"all","baseline",0.0109999999999999,0,NA,100.109375,"3.53.3.9012",5000000,10000,"x86_64-pc-linux-gnu","R version 4.5.3 (2026-03-11)","0.9.0","3.53.4","2026-09-26"
2,"all","default",17.875,5e+06,410.656135559082,778.91015625,"3.53.3.9012",5000000,10000,"x86_64-pc-linux-gnu","R version 4.5.3 (2026-03-11)","0.9.0","3.53.4","2026-09-26"
2,"all","arrow_df",13.3,5e+06,410.656135559082,1181.6015625,"3.53.3.9012",5000000,10000,"x86_64-pc-linux-gnu","R version 4.5.3 (2026-03-11)","0.9.0","3.53.4","2026-09-26"
2,"all","arrow_stream",11.379,5e+06,448.803108215332,1050.04296875,"3.53.3.9012",5000000,10000,"x86_64-pc-linux-gnu","R version 4.5.3 (2026-03-11)","0.9.0","3.53.4","2026-09-26"
2,"all","default_chunked",9.035,5e+06,NA,199.08203125,"3.53.3.9012",5000000,10000,"x86_64-pc-linux-gnu","R version 4.5.3 (2026-03-11)","0.9.0","3.53.4","2026-09-26"
2,"all","arrow_df_chunked",3.511,5e+06,NA,329.828125,"3.53.3.9012",5000000,10000,"x86_64-pc-linux-gnu","R version 4.5.3 (2026-03-11)","0.9.0","3.53.4","2026-09-26"
2,"all","arrow_drain",3.052,5e+06,NA,465.87890625,"3.53.3.9012",5000000,10000,"x86_64-pc-linux-gnu","R version 4.5.3 (2026-03-11)","0.9.0","3.53.4","2026-09-26"
2,"numbers","baseline",0.0109999999999999,0,NA,100.1484375,"3.53.3.9012",5000000,10000,"x86_64-pc-linux-gnu","R version 4.5.3 (2026-03-11)","0.9.0","3.53.4","2026-09-26"
2,"numbers","default",3.255,5e+06,76.2948837280273,254.65234375,"3.53.3.9012",5000000,10000,"x86_64-pc-linux-gnu","R version 4.5.3 (2026-03-11)","0.9.0","3.53.4","2026-09-26"
2,"numbers","arrow_df",2.41,5e+06,76.2948837280273,489.4296875,"3.53.3.9012",5000000,10000,"x86_64-pc-linux-gnu","R version 4.5.3 (2026-03-11)","0.9.0","3.53.4","2026-09-26"
2,"numbers","arrow_stream",1.837,5e+06,114.441856384277,336.26953125,"3.53.3.9012",5000000,10000,"x86_64-pc-linux-gnu","R version 4.5.3 (2026-03-11)","0.9.0","3.53.4","2026-09-26"
2,"numbers","default_chunked",3.306,5e+06,NA,160.25390625,"3.53.3.9012",5000000,10000,"x86_64-pc-linux-gnu","R version 4.5.3 (2026-03-11)","0.9.0","3.53.4","2026-09-26"
2,"numbers","arrow_df_chunked",2.442,5e+06,NA,190.81640625,"3.53.3.9012",5000000,10000,"x86_64-pc-linux-gnu","R version 4.5.3 (2026-03-11)","0.9.0","3.53.4","2026-09-26"
2,"numbers","arrow_drain",1.892,5e+06,NA,268.55078125,"3.53.3.9012",5000000,10000,"x86_64-pc-linux-gnu","R version 4.5.3 (2026-03-11)","0.9.0","3.53.4","2026-09-26"
2,"strings","baseline",0.00900000000000001,0,NA,100.35546875,"3.53.3.9012",5000000,10000,"x86_64-pc-linux-gnu","R version 4.5.3 (2026-03-11)","0.9.0","3.53.4","2026-09-26"
2,"strings","default",13.182,5e+06,334.361831665039,634.734375,"3.53.3.9012",5000000,10000,"x86_64-pc-linux-gnu","R version 4.5.3 (2026-03-11)","0.9.0","3.53.4","2026-09-26"
2,"strings","arrow_df",10.614,5e+06,334.361831665039,750.578125,"3.53.3.9012",5000000,10000,"x86_64-pc-linux-gnu","R version 4.5.3 (2026-03-11)","0.9.0","3.53.4","2026-09-26"
2,"strings","arrow_stream",9.714,5e+06,334.361831665039,750.9921875,"3.53.3.9012",5000000,10000,"x86_64-pc-linux-gnu","R version 4.5.3 (2026-03-11)","0.9.0","3.53.4","2026-09-26"
2,"strings","default_chunked",6.323,5e+06,NA,192.28515625,"3.53.3.9012",5000000,10000,"x86_64-pc-linux-gnu","R version 4.5.3 (2026-03-11)","0.9.0","3.53.4","2026-09-26"
2,"strings","arrow_df_chunked",1.942,5e+06,NA,340.5625,"3.53.3.9012",5000000,10000,"x86_64-pc-linux-gnu","R version 4.5.3 (2026-03-11)","0.9.0","3.53.4","2026-09-26"
2,"strings","arrow_drain",1.848,5e+06,NA,345.05859375,"3.53.3.9012",5000000,10000,"x86_64-pc-linux-gnu","R version 4.5.3 (2026-03-11)","0.9.0","3.53.4","2026-09-26"
2,"filtered","baseline",0.01,0,NA,100.21484375,"3.53.3.9012",5000000,10000,"x86_64-pc-linux-gnu","R version 4.5.3 (2026-03-11)","0.9.0","3.53.4","2026-09-26"
2,"filtered","default",4.974,1501935,140.758407592773,315.640625,"3.53.3.9012",5000000,10000,"x86_64-pc-linux-gnu","R version 4.5.3 (2026-03-11)","0.9.0","3.53.4","2026-09-26"
2,"filtered","arrow_df",3.526,1501935,140.758407592773,443.60546875,"3.53.3.9012",5000000,10000,"x86_64-pc-linux-gnu","R version 4.5.3 (2026-03-11)","0.9.0","3.53.4","2026-09-26"
2,"filtered","arrow_stream",3.496,1501935,152.217254638672,407.57421875,"3.53.3.9012",5000000,10000,"x86_64-pc-linux-gnu","R version 4.5.3 (2026-03-11)","0.9.0","3.53.4","2026-09-26"
2,"filtered","default_chunked",2.835,1501935,NA,179.36328125,"3.53.3.9012",5000000,10000,"x86_64-pc-linux-gnu","R version 4.5.3 (2026-03-11)","0.9.0","3.53.4","2026-09-26"
2,"filtered","arrow_df_chunked",1.699,1501935,NA,257.81640625,"3.53.3.9012",5000000,10000,"x86_64-pc-linux-gnu","R version 4.5.3 (2026-03-11)","0.9.0","3.53.4","2026-09-26"
2,"filtered","arrow_drain",1.324,1501935,NA,223.4375,"3.53.3.9012",5000000,10000,"x86_64-pc-linux-gnu","R version 4.5.3 (2026-03-11)","0.9.0","3.53.4","2026-09-26"
