"rep","query","strategy","elapsed","rows","df_mb","peak_rss_mb","rsqlite","table_rows","chunk","platform","r","nanoarrow","sqlite","date"
1,"strings","arrow_df",8.801,5e+06,334.361831665039,664.4375,"3.53.3.9012",5000000,10000,"x86_64-pc-linux-gnu","R version 4.5.3 (2026-03-11)","0.9.0","3.53.4","2026-09-26"
1,"strings","arrow_stream",9.516,5e+06,334.361831665039,750.671875,"3.53.3.9012",5000000,10000,"x86_64-pc-linux-gnu","R version 4.5.3 (2026-03-11)","0.9.0","3.53.4","2026-09-26"
1,"strings","default_chunked",7.03,5e+06,NA,192.19921875,"3.53.3.9012",5000000,10000,"x86_64-pc-linux-gnu","R version 4.5.3 (2026-03-11)","0.9.0","3.53.4","2026-09-26"
1,"strings","arrow_df_chunked",5.757,5e+06,NA,221.0859375,"3.53.3.9012",5000000,10000,"x86_64-pc-linux-gnu","R version 4.5.3 (2026-03-11)","0.9.0","3.53.4","2026-09-26"
1,"strings","arrow_drain",1.823,5e+06,NA,208.59375,"3.53.3.9012",5000000,10000,"x86_64-pc-linux-gnu","R version 4.5.3 (2026-03-11)","0.9.0","3.53.4","2026-09-26"
1,"filtered","baseline",0.015,0,NA,100.28515625,"3.53.3.9012",5000000,10000,"x86_64-pc-linux-gnu","R version 4.5.3 (2026-03-11)","0.9.0","3.53.4","2026-09-26"
1,"filtered","default",5.059,1501935,140.758407592773,315.56640625,"3.53.3.9012",5000000,10000,"x86_64-pc-linux-gnu","R version 4.5.3 (2026-03-11)","0.9.0","3.53.4","2026-09-26"
1,"filtered","arrow_df",3.209,1501935,140.758407592773,380.1875,"3.53.3.9012",5000000,10000,"x86_64-pc-linux-gnu","R version 4.5.3 (2026-03-11)","0.9.0","3.53.4","2026-09-26"
1,"filtered","arrow_stream",3.536,1501935,152.217254638672,407.16796875,"3.53.3.9012",5000000,10000,"x86_64-pc-linux-gnu","R version 4.5.3 (2026-03-11)","0.9.0","3.53.4","2026-09-26"
1,"filtered","default_chunked",3.125,1501935,NA,179.2265625,"3.53.3.9012",5000000,10000,"x86_64-pc-linux-gnu","R version 4.5.3 (2026-03-11)","0.9.0","3.53.4","2026-09-26"
1,"filtered","arrow_df_chunked",2.49,1501935,NA,213.58984375,"3.53.3.9012",5000000,10000,"x86_64-pc-linux-gnu","R version 4.5.3 (2026-03-11)","0.9.0","3.53.4","2026-09-26"
1,"filtered","arrow_drain",1.438,1501935,NA,193.84375,"3.53.3.9012",5000000,10000,"x86_64-pc-linux-gnu","R version 4.5.3 (2026-03-11)","0.9.0","3.53.4","2026-09-26"
2,"all","baseline",0.00800000000000001,0,NA,100.3203125,"3.53.3.9012",5000000,10000,"x86_64-pc-linux-gnu","R version 4.5.3 (2026-03-11)","0.9.0","3.53.4","2026-09-26"
2,"all","default",16.915,5e+06,410.656135559082,778.9453125,"3.53.3.9012",5000000,10000,"x86_64-pc-linux-gnu","R version 4.5.3 (2026-03-11)","0.9.0","3.53.4","2026-09-26"
2,"all","arrow_df",11.383,5e+06,410.656135559082,923.3046875,"3.53.3.9012",5000000,10000,"x86_64-pc-linux-gnu","R version 4.5.3 (2026-03-11)","0.9.0","3.53.4","2026-09-26"
2,"all","arrow_stream",11.598,5e+06,448.803108215332,1049.27734375,"3.53.3.9012",5000000,10000,"x86_64-pc-linux-gnu","R version 4.5.3 (2026-03-11)","0.9.0","3.53.4","2026-09-26"
2,"all","default_chunked",9.755,5e+06,NA,199.0859375,"3.53.3.9012",5000000,10000,"x86_64-pc-linux-gnu","R version 4.5.3 (2026-03-11)","0.9.0","3.53.4","2026-09-26"
2,"all","arrow_df_chunked",7.021,5e+06,NA,231.08203125,"3.53.3.9012",5000000,10000,"x86_64-pc-linux-gnu","R version 4.5.3 (2026-03-11)","0.9.0","3.53.4","2026-09-26"
2,"all","arrow_drain",3.06,5e+06,NA,213.5703125,"3.53.3.9012",5000000,10000,"x86_64-pc-linux-gnu","R version 4.5.3 (2026-03-11)","0.9.0","3.53.4","2026-09-26"
2,"numbers","baseline",0.011,0,NA,100.140625,"3.53.3.9012",5000000,10000,"x86_64-pc-linux-gnu","R version 4.5.3 (2026-03-11)","0.9.0","3.53.4","2026-09-26"
2,"numbers","default",3.254,5e+06,76.2948837280273,254.64453125,"3.53.3.9012",5000000,10000,"x86_64-pc-linux-gnu","R version 4.5.3 (2026-03-11)","0.9.0","3.53.4","2026-09-26"
2,"numbers","arrow_df",2.054,5e+06,76.2948837280273,361.2578125,"3.53.3.9012",5000000,10000,"x86_64-pc-linux-gnu","R version 4.5.3 (2026-03-11)","0.9.0","3.53.4","2026-09-26"
2,"numbers","arrow_stream",1.958,5e+06,114.441856384277,336.64453125,"3.53.3.9012",5000000,10000,"x86_64-pc-linux-gnu","R version 4.5.3 (2026-03-11)","0.9.0","3.53.4","2026-09-26"
2,"numbers","default_chunked",3.212,5e+06,NA,160.05078125,"3.53.3.9012",5000000,10000,"x86_64-pc-linux-gnu","R version 4.5.3 (2026-03-11)","0.9.0","3.53.4","2026-09-26"
2,"numbers","arrow_df_chunked",2.1,5e+06,NA,182.21875,"3.53.3.9012",5000000,10000,"x86_64-pc-linux-gnu","R version 4.5.3 (2026-03-11)","0.9.0","3.53.4","2026-09-26"
2,"numbers","arrow_drain",1.856,5e+06,NA,200.72265625,"3.53.3.9012",5000000,10000,"x86_64-pc-linux-gnu","R version 4.5.3 (2026-03-11)","0.9.0","3.53.4","2026-09-26"
2,"strings","baseline",0.011,0,NA,100.22265625,"3.53.3.9012",5000000,10000,"x86_64-pc-linux-gnu","R version 4.5.3 (2026-03-11)","0.9.0","3.53.4","2026-09-26"
2,"strings","default",13.127,5e+06,334.361831665039,634.75,"3.53.3.9012",5000000,10000,"x86_64-pc-linux-gnu","R version 4.5.3 (2026-03-11)","0.9.0","3.53.4","2026-09-26"
2,"strings","arrow_df",9.458,5e+06,334.361831665039,664.45703125,"3.53.3.9012",5000000,10000,"x86_64-pc-linux-gnu","R version 4.5.3 (2026-03-11)","0.9.0","3.53.4","2026-09-26"
2,"strings","arrow_stream",9.378,5e+06,334.361831665039,750.88671875,"3.53.3.9012",5000000,10000,"x86_64-pc-linux-gnu","R version 4.5.3 (2026-03-11)","0.9.0","3.53.4","2026-09-26"
2,"strings","default_chunked",6.674,5e+06,NA,192.19140625,"3.53.3.9012",5000000,10000,"x86_64-pc-linux-gnu","R version 4.5.3 (2026-03-11)","0.9.0","3.53.4","2026-09-26"
2,"strings","arrow_df_chunked",5.557,5e+06,NA,221.0859375,"3.53.3.9012",5000000,10000,"x86_64-pc-linux-gnu","R version 4.5.3 (2026-03-11)","0.9.0","3.53.4","2026-09-26"
2,"strings","arrow_drain",1.847,5e+06,NA,208.51953125,"3.53.3.9012",5000000,10000,"x86_64-pc-linux-gnu","R version 4.5.3 (2026-03-11)","0.9.0","3.53.4","2026-09-26"
2,"filtered","baseline",0.011,0,NA,100.2578125,"3.53.3.9012",5000000,10000,"x86_64-pc-linux-gnu","R version 4.5.3 (2026-03-11)","0.9.0","3.53.4","2026-09-26"
2,"filtered","default",4.742,1501935,140.758407592773,315.61328125,"3.53.3.9012",5000000,10000,"x86_64-pc-linux-gnu","R version 4.5.3 (2026-03-11)","0.9.0","3.53.4","2026-09-26"
2,"filtered","arrow_df",3.657,1501935,140.758407592773,380.1328125,"3.53.3.9012",5000000,10000,"x86_64-pc-linux-gnu","R version 4.5.3 (2026-03-11)","0.9.0","3.53.4","2026-09-26"
2,"filtered","arrow_stream",3.391,1501935,152.217254638672,407.02734375,"3.53.3.9012",5000000,10000,"x86_64-pc-linux-gnu","R version 4.5.3 (2026-03-11)","0.9.0","3.53.4","2026-09-26"
2,"filtered","default_chunked",2.993,1501935,NA,179.1015625,"3.53.3.9012",5000000,10000,"x86_64-pc-linux-gnu","R version 4.5.3 (2026-03-11)","0.9.0","3.53.4","2026-09-26"
2,"filtered","arrow_df_chunked",2.609,1501935,NA,213.7734375,"3.53.3.9012",5000000,10000,"x86_64-pc-linux-gnu","R version 4.5.3 (2026-03-11)","0.9.0","3.53.4","2026-09-26"
2,"filtered","arrow_drain",1.393,1501935,NA,193.921875,"3.53.3.9012",5000000,10000,"x86_64-pc-linux-gnu","R version 4.5.3 (2026-03-11)","0.9.0","3.53.4","2026-09-26"
