"rep","query","strategy","elapsed","rows","df_mb","peak_rss_mb","rsqlite","table_rows","chunk","platform","r","nanoarrow","sqlite","date"
2,"filtered","arrow_drain",0.25,300211,NA,129.921875,"3.53.3.9012",1000000,10000,"x86_64-pc-linux-gnu","R version 4.5.3 (2026-03-11)","0.9.0","3.53.4","2026-09-26"
3,"all","baseline",0.00900000000000001,0,NA,100.19140625,"3.53.3.9012",1000000,10000,"x86_64-pc-linux-gnu","R version 4.5.3 (2026-03-11)","0.9.0","3.53.4","2026-09-26"
3,"all","default",2.748,1e+06,97.0243911743164,250.625,"3.53.3.9012",1000000,10000,"x86_64-pc-linux-gnu","R version 4.5.3 (2026-03-11)","0.9.0","3.53.4","2026-09-26"
3,"all","arrow_df",1.91,1e+06,97.0243911743164,279.6953125,"3.53.3.9012",1000000,10000,"x86_64-pc-linux-gnu","R version 4.5.3 (2026-03-11)","0.9.0","3.53.4","2026-09-26"
3,"all","arrow_stream",1.568,1e+06,104.653785705566,305.2890625,"3.53.3.9012",1000000,10000,"x86_64-pc-linux-gnu","R version 4.5.3 (2026-03-11)","0.9.0","3.53.4","2026-09-26"
3,"all","default_chunked",1.82,1e+06,NA,178.5546875,"3.53.3.9012",1000000,10000,"x86_64-pc-linux-gnu","R version 4.5.3 (2026-03-11)","0.9.0","3.53.4","2026-09-26"
3,"all","arrow_df_chunked",1.391,1e+06,NA,213.21484375,"3.53.3.9012",1000000,10000,"x86_64-pc-linux-gnu","R version 4.5.3 (2026-03-11)","0.9.0","3.53.4","2026-09-26"
3,"all","arrow_drain",0.692,1e+06,NA,184.875,"3.53.3.9012",1000000,10000,"x86_64-pc-linux-gnu","R version 4.5.3 (2026-03-11)","0.9.0","3.53.4","2026-09-26"
3,"numbers","baseline",0.0109999999999999,0,NA,100.1484375,"3.53.3.9012",1000000,10000,"x86_64-pc-linux-gnu","R version 4.5.3 (2026-03-11)","0.9.0","3.53.4","2026-09-26"
3,"numbers","default",0.667,1e+06,15.2597274780273,132.77734375,"3.53.3.9012",1000000,10000,"x86_64-pc-linux-gnu","R version 4.5.3 (2026-03-11)","0.9.0","3.53.4","2026-09-26"
3,"numbers","arrow_df",0.43,1e+06,15.2597274780273,170.12109375,"3.53.3.9012",1000000,10000,"x86_64-pc-linux-gnu","R version 4.5.3 (2026-03-11)","0.9.0","3.53.4","2026-09-26"
3,"numbers","arrow_stream",0.377,1e+06,22.8891220092773,152.6953125,"3.53.3.9012",1000000,10000,"x86_64-pc-linux-gnu","R version 4.5.3 (2026-03-11)","0.9.0","3.53.4","2026-09-26"
3,"numbers","default_chunked",0.563,1e+06,NA,135.859375,"3.53.3.9012",1000000,10000,"x86_64-pc-linux-gnu","R version 4.5.3 (2026-03-11)","0.9.0","3.53.4","2026-09-26"
3,"numbers","arrow_df_chunked",0.423,1e+06,NA,152.5234375,"3.53.3.9012",1000000,10000,"x86_64-pc-linux-gnu","R version 4.5.3 (2026-03-11)","0.9.0","3.53.4","2026-09-26"
3,"numbers","arrow_drain",0.37,1e+06,NA,139.890625,"3.53.3.9012",1000000,10000,"x86_64-pc-linux-gnu","R version 4.5.3 (2026-03-11)","0.9.0","3.53.4","2026-09-26"
3,"strings","baseline",0.012,0,NA,100.234375,"3.53.3.9012",1000000,10000,"x86_64-pc-linux-gnu","R version 4.5.3 (2026-03-11)","0.9.0","3.53.4","2026-09-26"
3,"strings","default",1.915,1e+06,81.7652435302734,220.04296875,"3.53.3.9012",1000000,10000,"x86_64-pc-linux-gnu","R version 4.5.3 (2026-03-11)","0.9.0","3.53.4","2026-09-26"
3,"strings","arrow_df",1.373,1e+06,81.7652435302734,256.36328125,"3.53.3.9012",1000000,10000,"x86_64-pc-linux-gnu","R version 4.5.3 (2026-03-11)","0.9.0","3.53.4","2026-09-26"
3,"strings","arrow_stream",1.417,1e+06,81.7652435302734,252.45703125,"3.53.3.9012",1000000,10000,"x86_64-pc-linux-gnu","R version 4.5.3 (2026-03-11)","0.9.0","3.53.4","2026-09-26"
3,"strings","default_chunked",1.163,1e+06,NA,163.4765625,"3.53.3.9012",1000000,10000,"x86_64-pc-linux-gnu","R version 4.5.3 (2026-03-11)","0.9.0","3.53.4","2026-09-26"
3,"strings","arrow_df_chunked",0.96,1e+06,NA,202.91796875,"3.53.3.9012",1000000,10000,"x86_64-pc-linux-gnu","R version 4.5.3 (2026-03-11)","0.9.0","3.53.4","2026-09-26"
3,"strings","arrow_drain",0.407,1e+06,NA,154.51171875,"3.53.3.9012",1000000,10000,"x86_64-pc-linux-gnu","R version 4.5.3 (2026-03-11)","0.9.0","3.53.4","2026-09-26"
3,"filtered","baseline",0.011,0,NA,100.2734375,"3.53.3.9012",1000000,10000,"x86_64-pc-linux-gnu","R version 4.5.3 (2026-03-11)","0.9.0","3.53.4","2026-09-26"
3,"filtered","default",0.515,300211,33.2605743408203,160.5078125,"3.53.3.9012",1000000,10000,"x86_64-pc-linux-gnu","R version 4.5.3 (2026-03-11)","0.9.0","3.53.4","2026-09-26"
3,"filtered","arrow_df",0.654,300211,33.2605743408203,193.96484375,"3.53.3.9012",1000000,10000,"x86_64-pc-linux-gnu","R version 4.5.3 (2026-03-11)","0.9.0","3.53.4","2026-09-26"
3,"filtered","arrow_stream",0.498,300211,35.5509948730469,176.31640625,"3.53.3.9012",1000000,10000,"x86_64-pc-linux-gnu","R version 4.5.3 (2026-03-11)","0.9.0","3.53.4","2026-09-26"
3,"filtered","default_chunked",0.62,300211,NA,149.83203125,"3.53.3.9012",1000000,10000,"x86_64-pc-linux-gnu","R version 4.5.3 (2026-03-11)","0.9.0","3.53.4","2026-09-26"
3,"filtered","arrow_df_chunked",0.557,300211,NA,167.49609375,"3.53.3.9012",1000000,10000,"x86_64-pc-linux-gnu","R version 4.5.3 (2026-03-11)","0.9.0","3.53.4","2026-09-26"
3,"filtered","arrow_drain",0.328,300211,NA,129.8125,"3.53.3.9012",1000000,10000,"x86_64-pc-linux-gnu","R version 4.5.3 (2026-03-11)","0.9.0","3.53.4","2026-09-26"
